responseid,startdate,coop1,pass1,coop2,pass2,pass_prob,coop_mexotx,coop_mexoty,coop_meyotx,coop_meyoty,ddt_log_k,study,carit_correct,carit_go_correct,carit_nogo_correct,carit_rt,flanker_correct,flanker_error,flanker_slow,flanker_rt,q_gender,q_age,q_race,q_demrep,q_cash_choice,nfc,risk,trust,edu,income,wvs106_1,wvs108_1,wvs176_1,wvs250_1,bel2,bel2_5,urbanrural,urchild,q_income,q_maternal,q_household,q_neuro,q_anxious,q_exercise,q_sleep_1,q_screen_1,crt,bmi,Strategy
R_1pLQHzInXnnD4WR,1/24/2022 18:01,81,1,100,1,1,100,0,78,15,-0.4978128,CARIT,0.9400382,0.9482002,0.9166667,481.4297,,,,,2,66,1,4,1,2,7,6,6,7,9,9,3,10,3,96,4,2,4,1,2,2,2,1,9,8,3,37.12513,TitForTat
R_w4CBJ0ZjS7PbkWt,1/24/2022 17:28,73,1,83,1,1,100,62,92,12,-1.959472,CARIT,0.9781414,0.9925373,0.9375,471.9231,,,,,2,50,1,1,2,2,4,6,6,6,4,4,9,9,3,96,5,5,4,2,2,2,3,3,7,7,3,22.31201,FourteenCoop
R_2dth5j8cKdBFGgK,1/6/2022 22:37,0,1,0,1,1,0,0,0,0,-0.3876737,CARIT,0.8695652,0.9485294,0.6458333,474.5969,,,,,5,36,"1,6,10",3,1,3,7,6,6,5,9,1,4,10,3,96,6,6,2,4,3,1,5,5,6,8,1,14.63059,Defect
R_2YV3xSeGahex3TW,1/14/2022 20:21,100,1,100,1,1,100,0,100,0,-3.766542,CARIT,,,,,,,,,2,39,1,3,2,3,2,4,5,2,6,5,4,4,3,96,1,2,1,2,4,1,3,1,7,10,2,37.88389,TitForTat
R_2Euu43LgyfEWe8T,1/6/2022 20:20,6,1,6,1,1,14,0,20,8,5.185404,CARIT,,,,,,,,,2,55,1,1,1,2,5,6,6,4,1,1,8,9,4,97,6,2,2,2,3,2,2,5,7,8,2,20.17332,Defect
R_1pSRazv6pPvHUdV,1/20/2022 12:19,82,1,96,1,1,100,16,94,0,-3.873241,CARIT,0.9673913,0.9852941,0.9166667,423.1642,,,,,1,38,1,4,2,3,6,5,5,4,8,9,8,3,3,96,3,3,1,1,2,2,2,4,8,8,3,23.09857,TitForTat
R_3CZtp5e7lu1Ur9M,1/22/2022 14:57,76,1,13,1,1,48,24,81,48,3.26174,CARIT,0.8582179,0.8670983,0.8333333,502.6541,,,,,1,40,"1,3",2,1,3,4,4,5,3,1,1,6,10,3,96,2,2,1,1,3,2,3,1,6,5,2,24.39189,Random
R_qFnNrylNG13YE2B,1/24/2022 18:30,77,1,74,1,0,100,0,100,0,1.699449,CARIT,0.9399785,0.9926471,0.7916667,402.694,,,,,1,44,1,3,1,2,3,5,4,4,3,4,7,8,1,98,3,3,1,1,3,2,3,4,7,10,2,24.40972,TitForTat
R_3nC29M2cFRn8sre,1/24/2022 20:26,28,1,32,1,1,70,23,28,39,-1.686063,CARIT,0.9069517,0.9627963,0.75,428.4065,,,,,1,36,2,3,2,3,4,2,6,5,6,4,9,6,1,12,4,5,4,4,3,2,2,7,7,5,0,26.30826,Random
R_0NgYz99qvpWvVy9,1/24/2022 18:02,27,1,20,1,1,100,14,100,0,-1.774076,CARIT,0.8964405,0.9631255,0.7083333,464.389,,,,,1,60,1,6,2,1,7,7,6,9,8,6,3,9,1,2,4,5,4,4,2,2,2,4,8,12,3,22.31303,SuspiciousTitForTat
R_b9nui5KkwEZNiVj,1/24/2022 17:45,93,1,86,1,0,100,25,70,92,-3.422334,CARIT,0.934484,0.9778314,0.8125,458.9849,,,,,2,63,1,2,2,3,1,5,6,5,5,2,9,10,4,97,6,2,2,2,2,2,3,5,7,6,3,27.11768,BitterCoopCoop
R_PHxX2l3iKPNUxPz,1/24/2022 17:53,50,1,61,1,1,79,46,26,71,-2.723884,CARIT,,,,,,,,,1,44,1,4,2,4,5,6,6,6,8,9,9,10,3,96,5,5,4,4,2,2,2,8,8,5,2,30.98414,Random
R_1ODGU8amMArkHHO,1/7/2022 14:49,43,1,43,1,1,34,64,18,39,8.054663,CARIT,0.8967391,0.9632353,0.7083333,352.2672,,,,,1,46,1,4,1,1,7,4,6,5,8,9,9,10,1,2,4,2,2,2,2,2,3,2,5,6,3,29.55469,Random
R_2ZULx8VJ0HbgKsx,1/24/2022 20:35,100,1,100,1,1,100,0,100,0,1.065399,CARIT,0.9289297,0.9626865,0.8333333,470.2792,,,,,1,39,1,1,1,4,2,5,5,3,1,1,10,10,1,3,3,3,1,4,1,2,3,2,7,12,3,24.96271,TitForTat
R_BGiLlw1NVdbBmyR,1/21/2022 16:39,32,1,49,1,1,52,53,50,52,-1.667028,CARIT,0.8307453,0.8298947,0.8333333,498.6351,,,,,2,45,1,4,2,4,3,3,6,3,5,3,2,8,1,3,2,2,1,2,1,2,3,1,8,12,0,31.4198,Random
R_3oMxBVrUGEssJH7,1/14/2022 20:08,100,1,100,1,1,100,100,100,100,2.168286,CARIT,0.8687888,0.9851844,0.5416667,426.6108,,,,,1,38,1,1,1,2,3,6,6,7,1,1,9,9,4,97,3,3,4,1,1,2,3,3,7,4,3,32.93146,Coop
R_33pAPJ02TFfcSH3,1/21/2022 22:56,67,1,68,1,1,65,72,64,70,-3.099045,CARIT,0.7104635,0.8218832,0.3958333,517.1155,,,,,2,46,1,6,2,4,7,6,7,8,7,6,10,9,1,1,6,5,2,4,5,2,1,1,8,10,3,22.32143,Random
R_3dM91h3x0ICScFH,1/24/2022 18:27,16,1,28,1,1,81,23,76,29,-2.900016,CARIT,0.9344243,0.970259,0.8333333,487.9925,,,,,2,73,1,4,2,2,4,5,6,7,7,6,8,8,4,97,1,2,1,2,1,2,1,1,8,4,2,25.68279,SuspiciousTitForTat
R_1IYMvuldiH5jsOK,1/22/2022 14:48,100,1,100,0,0,100,100,100,100,-2.355442,CARIT,0.8913044,0.9558824,0.7083333,483.5846,,,,,1,59,1,2,2,2,6,6,7,6,2,2,10,9,3,96,2,2,4,2,2,2,1,8,7,10,3,25.23746,Coop
R_2ru5GTYOvkdq1Vg,1/24/2022 19:57,100,1,91,1,1,81,83,84,86,-1.633938,CARIT,,,,,,,,,1,54,1,5,2,2,4,7,7,6,8,5,1,10,1,1,5,4,2,2,5,2,1,3,8,10,1,28.06002,Coop
R_2wiSYY9QyO1Hu2K,1/24/2022 18:25,92,1,93,1,1,14,11,86,85,4.153258,CARIT,0.808827,0.9111062,0.5208333,464.6587,,,,,2,41,2,2,1,3,7,5,6,5,7,9,2,10,1,1,5,6,2,4,4,2,2,2,8,4,0,24.67673,Other
R_3ixssWo5yPVkMBT,1/14/2022 20:29,0,1,0,1,1,50,50,50,50,11.81154,CARIT,0.8849737,0.9478709,0.7083333,423.4008,,,,,7,37,1,3,1,3,10,7,7,3,10,10,5,5,1,1,6,1,2,2,2,2,2,4,8,4,0,24.26351,Random
R_2qgXXcwJu8MBNzc,1/14/2022 20:43,39,1,38,1,1,62,39,23,6,2.881728,CARIT,0.8963211,0.9336041,0.7916667,448.4071,,,,,1,38,"1,5,8",4,1,3,7,5,7,7,10,10,9,5,1,2,5,5,2,4,1,2,3,8,7,3,2,28.24498,Random
R_3nNHuRJRZe9oRyG,1/21/2022 23:10,8,1,17,1,1,23,81,24,24,-0.1963499,CARIT,0.8362996,0.7782046,1,539.4656,,,,,2,51,1,2,2,3,7,5,6,6,7,3,6,9,1,6,2,6,4,4,4,2,3,3,7,10,2,28.33963,SuckerDef
R_3k5SlhovZ6j2a97,1/24/2022 17:45,69,1,12,1,1,12,60,76,60,-0.8809496,CARIT,0.9289895,0.9778314,0.7916667,466.7349,,,,,2,55,1,3,1,2,7,5,4,6,8,5,2,9,1,3,3,1,1,1,1,2,2,4,6,10,0,37.30801,Random
R_3r1kPUX5VpK2TNy,1/24/2022 18:45,77,0,79,1,0,24,78,16,14,-3.281773,CARIT,0.9507286,0.9479807,0.9583333,479.6652,,,,,1,48,1,2,2,1,9,6,6,6,3,2,9,10,4,97,5,1,1,4,1,2,1,6,8,6,0,25.98782,Other
R_DGdSXn4L0KycItX,1/14/2022 20:14,90,1,94,1,1,100,87,48,2,3.199009,CARIT,0.9180005,0.9407375,0.8541667,472.9307,,,,,2,45,1,1,1,2,7,6,6,5,1,1,9,10,4,1,6,1,2,4,3,2,3,1,5,8,3,41.15358,FourteenCoop
R_1LBVUeBGlnmMYXI,1/22/2022 14:05,50,1,37,1,1,55,44,57,40,0.0010837,CARIT,0.8906474,0.8888279,0.8958333,480.7252,,,,,1,40,1,3,1,1,2,3,7,6,5,7,8,8,3,98,5,3,4,2,1,2,3,8,9,5,2,22.29443,Random
R_1dh4CV54H1JHBy1,1/24/2022 19:04,29,1,34,1,1,39,23,22,21,-2.454797,CARIT,0.9234353,0.9701493,0.7916667,452.8817,,,,,2,37,1,4,1,3,3,7,6,6,10,10,6,10,1,1,5,3,4,1,4,2,5,2,7,1,0,25.9693,Random
R_3nrBEWmWInL7cVY,1/7/2022 14:55,79,1,100,1,1,100,29,70,29,-2.591111,CARIT,0.9293478,0.9926471,0.75,408.963,,,,,1,38,1,1,2,3,1,1,7,5,1,1,4,10,3,96,3,4,1,2,2,2,4,2,5,10,1,19.93384,TitForTat
R_1Fyaxrq7ISo4lGU,1/24/2022 17:47,100,1,100,1,1,100,100,100,100,-3.422334,CARIT,0.9344243,0.9556628,0.875,459.1927,,,,,2,54,1,2,2,3,3,6,6,6,1,3,8,8,3,96,2,4,2,2,2,2,1,6,8,7,3,21.96321,Coop
R_1M4h6Tnm2O1Myzn,1/6/2022 22:43,100,1,100,1,1,100,100,100,100,2.152589,CARIT,,,,,,,,,2,38,1,1,2,2,4,6,3,3,1,1,3,9,1,1,1,2,1,1,5,2,1,4,7,4,2,22.62911,Coop
R_2dpc1dh7u1nPjJM,1/24/2022 20:57,4,0,0,0,1,100,0,100,0,-2.920564,CARIT,0.600872,0.5626646,0.7083333,551.7509,,,,,1,45,1,4,2,1,6,1,5,5,7,3,3,9,3,96,2,2,1,2,2,2,2,1,9,4,3,26.49673,SuspiciousTitForTat
R_9oGLJYlGuok2ZIB,1/22/2022 14:50,35,1,27,1,1,97,13,79,8,-1.153764,CARIT,0.9181199,0.9483099,0.8333333,450.7608,,,,,1,55,1,2,1,3,6,5,6,7,8,8,10,9,1,1,6,1,4,4,2,2,2,1,8,8,2,31.00113,SuspiciousTitForTat
R_A5p8gm4sMnOqlfb,1/24/2022 17:36,14,1,0,1,1,18,18,18,17,-2.984552,CARIT,0.8908266,0.9704785,0.6666667,421.8514,,,,,2,73,1,2,2,1,5,7,7,4,1,1,10,10,4,6,4,3,1,2,1,2,3,1,7,8,0,36.13303,Defect
R_2CB59Ac3Q3yoACF,1/22/2022 14:27,0,1,0,1,1,0,0,0,0,0.7543483,CARIT,0.923495,0.9555531,0.8333333,506.3456,,,,,1,54,1,6,1,1,7,5,7,7,10,10,9,10,1,1,4,3,4,1,2,2,2,4,7,4,3,30.24093,Defect
R_T6FDvXWLhE5n8Fb,1/8/2022 20:01,51,1,50,1,1,50,49,51,49,3.088934,CARIT,0.875,0.9705882,0.6041667,431.8864,,,,,1,42,"1,3",4,1,2,7,5,6,5,6,5,5,8,2,3,6,2,1,2,2,2,2,4,8,5,0,23.49076,Random
R_2336Ece1KsDbRtA,1/24/2022 18:11,0,0,0,0,1,0,0,0,0,-3.044691,CARIT,0.6936813,0.6365232,0.8541667,538.3695,,,,,2,69,1,4,2,1,5,5,6,8,10,10,1,10,1,2,5,3,4,1,2,2,2,6,5,1,1,20.79882,Defect
R_oYl2lFnGghBAYH7,1/24/2022 18:18,60,0,82,1,1,92,16,94,5,-0.8384475,CARIT,0.939859,0.9629061,0.875,452.7093,,,,,1,37,2,2,1,3,6,5,6,7,6,8,7,4,1,3,6,6,4,4,4,2,2,3,7,8,2,33.33009,TitForTat
R_26m6EzlTNFJtzL7,1/21/2022 23:20,92,0,89,0,1,5,87,4,92,-3.908921,CARIT,0.2731725,0.0147059,1,569,,,,,1,36,1,3,2,5,9,6,5,3,7,8,1,8,2,98,3,4,1,4,2,2,3,7,8,12,0,26.7027,Other
R_1gMVfTLR4Ah5Kn1,1/14/2022 20:11,22,1,63,1,1,88,39,60,26,-0.3952955,CARIT,0.8961419,0.9479807,0.75,431.2593,,,,,2,36,1,2,2,2,4,5,7,4,2,1,2,9,3,96,4,4,1,1,3,2,3,2,7,8,3,28.12608,Random
R_3R9LCEMeS7klZ7j,1/24/2022 17:51,48,1,42,1,1,27,28,37,35,6.915507,CARIT,,,,,,,,,2,63,1,2,1,2,6,3,6,4,3,3,9,10,1,98,4,3,1,1,2,2,3,5,7,4,3,26.94604,Random
R_2e8PjQsKHELuyQ9,1/22/2022 14:09,51,1,51,1,1,33,42,58,57,-2.399006,CARIT,0.92887,0.9555531,0.8541667,458.5324,,,,,2,37,1,4,2,4,4,6,5,4,7,5,8,8,1,3,3,3,2,4,5,2,4,3,6,4,2,30.69459,Random
R_10SrTTgRHJXGwwA,1/22/2022 15:05,100,1,100,1,1,100,100,100,100,-3.934559,CARIT,0.8804348,0.8529412,0.9583333,506.9138,,,,,1,61,1,3,2,2,5,6,6,7,3,1,10,10,3,96,6,6,4,4,2,2,2,2,7,10,2,28.05503,Coop
R_2PAmjAAHZRDCUK9,1/14/2022 20:22,0,1,37,1,1,88,0,100,100,-1.701018,CARIT,,,,,,,,,2,40,1,2,2,2,2,5,7,6,4,2,4,9,1,12,6,2,4,2,4,2,4,1,7,2,3,16.45586,Other
R_1PRYGspXrfUARH3,1/8/2022 19:50,19,1,8,1,1,87,10,10,8,0.5898448,CARIT,0.9021739,0.9411765,0.7916667,473.0938,,,,,1,47,1,5,1,2,3,6,6,5,9,8,9,10,1,1,2,2,2,2,4,2,2,4,6,12,3,35.23613,StubbornDef
R_2tbtArI7TOqMMzY,1/20/2022 12:29,100,1,100,1,1,100,100,100,100,1.714118,CARIT,0.9342451,0.940518,0.9166667,520.4897,,,,,2,57,1,1,1,1,4,2,5,2,1,1,8,10,1,1,5,6,1,4,1,2,4,5,10,4,0,32.3539,Coop
R_2dAzJgqJe800xZP,1/21/2022 21:20,79,1,87,1,1,93,25,78,14,-2.140875,CARIT,0.8798973,0.8818042,0.875,489.3336,,,,,2,43,1,1,2,2,5,6,7,6,4,4,6,10,3,96,2,1,4,1,4,2,4,3,5,2,0,33.89119,TitForTat
R_21ziIuZ5NHCDMpn,1/21/2022 22:46,100,1,100,1,1,100,89,24,50,-3.648783,CARIT,0.6997731,0.6226953,0.9166667,535.4382,,,,,1,71,1,3,2,1,7,5,6,5,8,3,5,10,4,98,2,2,1,2,1,2,1,1,8,4,3,23.73167,Other
R_3feH9TZaeeMbcOA,1/24/2022 20:51,36,1,39,1,1,33,37,64,62,-0.8526003,CARIT,0.912506,0.9851844,0.7083333,412.1575,,,,,1,48,1,2,1,2,8,5,5,6,7,6,7,8,1,2,5,4,4,4,2,2,2,3,8,12,0,32.36954,Random
R_pQ4L2XfLgjsolJn,1/24/2022 18:16,26,1,37,1,1,41,31,43,43,5.26886,CARIT,0.8634138,0.844381,0.9166667,498.9415,,,,,2,41,2,2,1,3,7,5,4,4,1,4,2,10,2,98,4,6,1,4,3,2,2,1,6,8,0,19.36639,Random
R_86XEFcJ2NNav3aN,1/24/2022 18:34,11,1,9,1,1,7,8,7,5,4.665083,CARIT,,,,,,,,,5,39,1,1,1,4,6,4,5,1,1,1,4,6,2,99,2,3,1,1,1,2,5,1,6,8,2,49.59436,Defect
R_3MzWVGXqT688m4v,1/21/2022 21:40,19,0,27,1,0,22,22,23,22,-0.1633374,CARIT,0.9672719,1,0.875,431.4345,,,,,2,36,1,2,1,3,5,5,6,4,7,5,7,9,1,3,4,3,2,2,2,2,5,1,6,12,1,45.15372,Defect
R_12yull0BNO8CDLa,1/21/2022 22:56,9,0,9,0,0,6,85,7,6,10.87721,CARIT,0.9125657,0.9259219,0.875,443.4822,,,,,1,39,1,5,1,5,8,7,6,8,8,9,3,10,1,12,3,4,4,2,4,2,2,6,8,9,3,19.39217,SuckerDef
R_1feDm8cVzAsvPPG,1/7/2022 14:49,23,1,23,1,1,97,16,85,17,-3.800161,CARIT,,,,,,,,,1,64,1,3,2,3,7,6,7,7,8,4,1,10,3,3,5,2,2,2,2,2,3,3,9,1,3,23.05363,SuspiciousTitForTat
R_AC0TZh8NcG7uSbL,1/24/2022 19:17,64,1,60,1,0,87,80,83,100,-3.370936,CARIT,0.9507883,0.9850746,0.8541667,426.1121,,,,,1,48,1,3,2,4,2,1,7,3,2,2,10,9,1,3,3,2,2,1,2,2,3,1,6,3,2,33.90239,Coop
R_2S0ua5xdwjcUtRr,1/14/2022 20:27,100,1,100,1,1,100,85,100,34,0.2817806,CARIT,,,,,,,,,1,37,1,1,2,2,6,4,6,7,1,1,8,9,4,6,3,4,4,2,2,2,2,1,7,7,3,28.95195,FourteenCoop
R_SODwOQjlMnmacU1,1/22/2022 14:12,0,1,0,1,1,0,100,100,100,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other
R_3G0p11oY2IkVvlN,1/24/2022 17:56,80,1,24,1,1,29,10,10,60,3.403785,CARIT,,,,,,,,,2,56,1,1,1,5,0,4,6,4,1,1,9,10,1,6,6,6,2,1,3,2,3,4,7,12,3,38.27444,Other
R_2QXPc0xug0Tf5Hw,1/24/2022 16:44,,,,,,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_XOlRd8fv29ddy6J,1/24/2022 16:57,0,1,11,1,1,44,40,45,32,2.631742,CARIT,0.9562231,0.9627963,0.9375,472.5965,,,,,1,47,1,3,1,3,8,7,4,4,7,3,6,7,1,1,3,4,1,1,3,2,1,4,5,10,0,49.06653,Random
R_1Ks4RLtJDK8F0TN,1/22/2022 13:25,50,1,27,1,1,,,,,,CARIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coop
R_333VeykaeFcvQj4,1/22/2022 13:24,30,1,21,1,1,100,0,0,0,-3.217914,CARIT,0.8913044,0.9558824,0.7083333,468.0154,,,,,1,43,1,1,2,4,8,5,6,8,8,8,5,8,1,9,4,4,4,2,4,2,3,4,7,10,3,22.04477,StubbornDef
R_3PnSxJsFvB64DC7,1/14/2022 21:01,100,1,100,1,1,100,83,100,78,-1.248858,CARIT,0.8043478,0.8529412,0.6666667,512.7069,,,,,1,69,1,1,2,2,7,5,6,7,3,3,8,10,1,2,4,2,2,4,2,2,1,4,8,4,2,20.05179,Coop
R_r2uqdekHboskakh,1/8/2022 20:08,88,1,100,1,1,100,24,64,12,-3.570731,CARIT,0.9565217,0.9926471,0.8541667,490.5704,,,,,1,54,1,4,2,1,3,3,7,8,5,7,8,7,4,97,4,3,4,2,4,1,4,1,9,10,3,23.99573,TitForTat
R_uaYLlq9g0KWaCu5,1/24/2022 17:30,0,1,0,1,1,0,0,0,0,-1.106543,CARIT,0.8032131,0.8739026,0.6041667,479.9403,,,,,1,60,1,3,2,1,3,5,5,3,1,1,1,10,4,97,1,1,1,1,1,2,3,4,8,10,2,30.69459,Defect
R_UVyOVTs3SoALwlj,1/22/2022 13:45,34,1,40,1,1,66,32,71,29,0.2126507,CARIT,0.7980172,0.9704785,0.3125,355.2271,,,,,2,64,1,5,2,3,1,4,4,4,5,5,8,9,1,2,2,1,2,1,2,2,2,6,6,11,0,25.15142,Random
R_3HjXAZahpw1gEc8,1/24/2022 17:54,30,1,40,1,1,37,36,37,20,2.578054,CARIT,0.8355232,0.8285777,0.8541667,422.9941,,,,,1,48,1,3,1,2,7,5,5,6,7,7,7,7,1,2,4,4,4,4,2,2,2,3,8,15,0,32.96239,Random
R_9AWEhLa2QAv4sQp,1/24/2022 18:15,0,1,0,1,1,8,5,3,3,1.816525,CARIT,0.8361204,0.7778753,1,529.4701,,,,,1,52,2,3,1,2,4,6,4,4,8,4,10,3,1,99,3,3,2,4,3,2,2,1,7,5,0,59.48942,Defect
R_POJZVEMcnG03lMl,1/22/2022 14:04,75,1,77,1,1,100,22,99,32,-0.4612367,CARIT,0.9565217,0.9852941,0.875,450.3284,,,,,1,44,1,5,2,2,6,6,6,4,10,10,8,9,1,3,1,1,4,4,4,2,2,1,9,10,2,26.51586,TitForTat
R_qKqA6acQM7EZKsV,1/12/2022 16:07,87,1,25,1,1,89,100,97,5,-0.9623793,CARIT,,,,,,,,,2,40,1,5,1,4,2,4,4,3,7,9,9,10,1,12,2,2,2,2,5,2,4,1,7,3,1,23.17017,Other
R_r9BrytUl0j6QRIl,1/24/2022 18:13,12,1,10,1,1,72,25,23,72,2.713417,CARIT,0.9288103,0.9851844,0.7708333,406.5276,,,,,1,67,1,5,1,2,6,5,5,7,10,9,3,9,1,99,2,4,2,1,2,2,2,7,7,5,1,24.9002,Other
R_yKOXc5AX3JZ10NH,1/20/2022 12:47,100,1,100,1,0,100,100,100,0,-2.574425,CARIT,0.8090659,0.7561457,0.9583333,536.0598,,,,,2,57,2,2,1,5,5,7,4,8,10,6,10,9,1,99,2,1,1,4,1,2,1,4,8,4,0,27.8042,FourteenCoop
R_3HTRbZrkmNxleeW,1/24/2022 18:18,7,1,7,1,1,0,8,8,0,-2.788526,CARIT,0.9071906,0.8890474,0.9583333,524.5743,,,,,2,64,1,5,2,5,2,7,6,6,8,7,5,10,3,1,2,4,4,4,3,2,1,1,9,3,2,30.25454,Defect
R_2uVtWZHUdMCj0ht,1/24/2022 19:39,0,1,0,1,1,100,0,0,0,-3.055155,CARIT,0.8192785,0.8663301,0.6875,426.5811,,,,,1,40,1,5,2,1,8,7,7,8,9,7,10,10,1,1,3,4,4,2,4,2,1,3,8,10,3,22.9551,StubbornDef
R_1oBvY9MDRkeoxy2,1/24/2022 18:38,18,1,13,1,1,35,0,100,66,-0.3605269,CARIT,0.9126254,1,0.6666667,361.2084,,,,,1,42,2,2,2,1,2,6,5,3,8,4,1,10,1,3,5,6,1,2,1,2,4,1,7,12,3,18.25658,Other
R_1gkD06cpG2JTzDY,1/12/2022 16:01,49,1,19,1,1,85,85,19,19,-3.939355,CARIT,,,,,,,,,2,53,1,2,2,3,3,6,6,7,9,9,9,8,1,99,4,6,2,4,4,2,3,3,7,8,0,42.97737,Random
R_XjOUfWtJzgoeNXj,1/24/2022 19:05,100,0,100,0,1,50,14,84,79,1.05496,CARIT,0.8586956,0.8382353,0.9166667,518.0175,,,,,1,39,1,6,1,3,4,5,7,6,10,10,6,10,1,1,2,1,2,4,4,2,1,8,7,2,2,28.24498,BitterCoopCoop
R_3CN27EQtA245zSy,1/24/2022 21:06,47,1,50,0,1,71,67,50,50,2.404556,CARIT,0.2841018,0.0516901,0.9375,212.5,,,,,1,46,2,2,1,3,8,6,7,8,7,10,6,10,1,1,5,3,4,4,4,2,2,6,7,6,0,18.85192,Random
R_2R93223Xwp8sUaV,1/24/2022 16:30,37,0,64,1,1,47,28,59,30,-1.683239,CARIT,0.9397993,0.977612,0.8333333,490.2238,,,,,2,50,1,1,1,4,4,7,5,5,9,5,9,10,1,1,6,5,4,1,4,2,3,5,7,6,0,26.62879,Random
R_1IlNHCGkCN8k58V,1/24/2022 17:32,33,1,29,1,1,71,31,37,33,1.271216,CARIT,0.8152174,0.9117647,0.5416667,466.8871,,,,,5,58,1,1,1,3,6,5,7,7,5,4,7,8,2,99,4,2,2,2,2,1,3,3,6,10,2,29.69513,Random
R_pniuFJBYKeKFO1j,1/21/2022 22:48,16,1,12,1,1,74,25,17,44,3.002348,CARIT,0.7596751,0.7188323,0.875,475.8485,,,,,1,36,1,2,1,2,8,5,7,10,4,3,5,9,1,12,5,4,4,4,3,2,2,4,7,2,3,25.82186,StubbornDef
R_sh7uRIW7h6kKVYR,1/21/2022 16:59,68,1,58,1,1,89,78,79,69,-3.939355,CARIT,0.382764,0.2901668,0.6458333,502.619,,,,,1,53,1,6,2,1,8,5,7,8,7,7,10,10,1,1,4,3,2,4,4,2,1,3,8,8,3,25.59221,Random
R_1E55iWM7Xfs0Vhh,1/24/2022 20:10,65,1,92,1,1,100,25,20,0,-2.965415,CARIT,,,,,,,,,1,42,7,3,2,1,7,5,7,5,8,8,8,9,4,98,5,3,4,2,4,2,2,2,8,8,3,24.3898,Grim
R_2s4iHmPnvDrXYgP,1/6/2022 22:54,22,1,22,1,1,25,26,50,23,3.7155,CARIT,,,,,,,,,1,62,6,4,1,3,4,2,6,4,8,8,8,1,1,3,4,5,1,2,2,1,2,4,9,3,1,32.09459,Random
R_2Y4TZxC7wqBKmCb,1/24/2022 18:24,32,1,21,1,1,35,30,24,23,-0.9223329,CARIT,0.8854515,0.8965101,0.8541667,465.9621,,,,,1,36,1,2,1,2,9,6,7,7,1,3,5,10,4,96,5,5,4,2,4,2,2,4,8,3,1,24.37067,Random
R_suu0ZHaLu4Aq5Pj,1/21/2022 16:51,100,0,100,1,1,100,100,100,100,-0.1547349,CARIT,0.9235547,0.9111062,0.9583333,500.505,,,,,2,57,1,1,2,3,0,7,5,4,10,8,10,10,1,1,4,2,1,2,2,2,2,1,5,9,3,42.2632,Coop
R_2ASdMRHzvv1JPi3,1/12/2022 16:24,26,1,1,1,1,90,14,13,9,1.938019,CARIT,,,,,,,,,2,45,1,2,1,2,8,6,6,5,6,2,8,8,2,2,2,3,1,4,2,2,2,3,7,12,0,37.11892,StubbornDef
R_1InR7bkkEWePcGx,1/24/2022 19:10,12,1,9,1,1,10,4,9,8,-3.303169,CARIT,0.9288103,0.910777,0.9791667,518.7014,,,,,2,67,1,2,2,5,0,5,7,7,4,4,10,10,1,1,3,3,4,1,2,2,3,4,8,6,0,26.92265,Defect
R_2vizop9jaU0cydv,1/24/2022 18:18,27,0,100,1,1,100,100,100,100,10.73673,CARIT,0.8695652,0.8823529,0.8333333,443.7333,,,,,1,36,6,1,1,1,10,7,5,10,1,1,1,10,1,3,3,2,1,2,5,2,1,8,8,9,0,27.04354,Coop
R_22rCNfU9oZouoF1,1/21/2022 22:26,0,1,0,1,1,0,0,0,0,-3.844715,CARIT,0.9123865,0.9553337,0.7916667,450.9629,,,,,2,43,"2,6,10",3,2,1,5,7,6,6,1,1,6,10,1,3,3,2,2,1,4,2,2,1,7,10,0,20.98026,Defect
R_2R2CmAna5jne2ow,1/22/2022 14:44,14,1,10,1,1,22,24,26,20,-2.700308,CARIT,,,,,,,,,1,41,1,3,2,4,7,4,7,6,8,2,3,9,3,98,4,2,4,2,5,2,3,3,6,15,1,27.66435,Defect
R_6gIO7trvUNBtwhb,1/21/2022 22:45,12,1,10,1,1,12,83,13,64,4.387919,CARIT,,,,,,,,,1,37,1,2,1,3,8,4,7,10,3,3,4,9,1,12,6,5,4,4,3,2,1,5,8,1,3,26.95527,Other
R_1eyfU0cr0i5ze3b,1/21/2022 16:44,56,1,0,1,1,50,50,49,48,-2.942032,CARIT,0.868968,0.9779412,0.5625,419.3867,,,,,2,37,2,3,2,1,5,5,5,5,8,3,10,8,1,98,5,6,1,2,2,2,5,3,7,6,0,31.32101,Random
R_1eRbqabiYIHVnZc,1/12/2022 16:52,69,1,85,1,1,100,34,96,0,-3.856575,CARIT,0.7431319,0.8964003,0.3125,491.684,,,,,1,55,1,2,2,4,3,5,5,4,1,1,3,10,3,96,5,3,1,2,1,2,5,6,7,8,1,23.74554,TitForTat
R_3RvDp72bF7FFj5C,1/24/2022 17:53,22,1,23,1,1,24,24,24,25,-2.796544,CARIT,,,,,,,,,1,46,1,4,1,1,7,4,6,6,10,10,8,6,1,2,5,4,4,2,2,2,2,4,7,9,3,30.68042,Defect
